id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P387,""Ante sus oficios notariales se presenta un testamento que dice """"El testador manifiesta que durante su vida fue un científico y, por tal razón, le pide a sus hijos, a quienes ha declarado como herederos universales, que donen su cuerpo a la Facultad de Medicina de la Universidad Salvadoreña Bautista, para que sea utilizado para estudios universitarios""""  y usted explica lo siguiente:"",,Que el testamento es la manifestación de la última voluntad de una persona por lo que es obligatorio cumplir su deseo de ser donado.,0.0,""Que el deseo de ser donado es una declaración testamentaria que no es obligatoria, por lo que la familia puede acordar no donar el cuerpo del testador y no tendrá consecuencias legales."",1.0,Que la cláusula testamentaria es válida porque el testador es la única persona dueña de su cuerpo y la que puede decidir que hacer con él aunque hubiera muerto.,0.0,Que la cláusula testamentaria es válida porque contribuye a la investigación universitaria.,0.0";;;;;;;;
"P388,""Como usted sabe, en algunos casos los adolescentes tienen capacidades especiales para comparecer directamente al otorgamiento de algunos actos notariales, entre ellos, el reconocimiento de hijo, el otorgamiento de un testamento, etc.  al respecto, usted identifica al adolescente: "",,Certificacion de partida de nacimiento,0.0,Con el testimonio de los padres del adolescente,0.0,Con el carnet de minoridad expedido por el Registro Nacional de las Personas Naturales,0.0,Con el carnet de minoridad extendido por la Alcaldia Municipal correspondiente,1.0";;;;;;;;
"P389,""Ante sus oficios le presentan un testamento cuya cláusula testamentaria dice: """"Que nombra como heredero de todas sus deudas a Marco Aurelio""""  por lo que usted explica que los efectos legales son los siguientes:"",,""Que la cláusula no es válida porque no se puede dejar como heredero de las deudas a una sola persona, se le puede nombrar como legatario pero la deuda debe estar especificada."",1.0,Que la cláusula es válida pero Marco Aurelio debe aceptar la herencia de las deudas.,0.0,Que la cláusula es válida porque se puede dejar como heredero de lo que sea a quien se quiera.,0.0,Que es válido dejar a una persona como heredero de las deudas del testador.,0.0";;;;;;;;
"P390,Usted explica lo siguiente:,,Que el testamento es la última voluntad de una persona por lo que la cláusula testamentaria es válida.,0.0,""Que una persona puede dejar bienes por testamento sujetos a la condición que desee, por lo que la cláusula es válida."",0.0,Que una persona no puede limitar el derecho de transmitir sus bienes por testamento a nadie por lo que la condición es inválida.,1.0,Que Pedro es indigno por haber engañado a su esposa y por lo tanto la cláusula testamentaria es válida.,0.0 ";;;;;;;;
"P391,""La madre de un adolescente le consulta que el padre de su hijo le debe la suma de $48,000 en concepto de cuotas alimenticias pasadas y no pagadas, por lo que no le quiere pagar alegando compensación. Es por tal razón que ahora le ha presentado para firma un convenio arbitral para solucionar esta controversia, a lo que usted le responde:"",,Que los asuntos de familia están excluidos de conocimiento arbitral por lo que no debe firmar el convenio que le presentan para firma.,0.0,Que es posible someter a arbitraje la controversia por tratarse de cuotas alimenticias pasadas y no pagadas ya que solo están excluidos los alimentos futuros.,1.0,Que las disputas sobre alimentos deben ser conocidos en sede judicial.,0.0,""Que por tratarse del conocimiento de una compensación, es competente para conocer de la controversia el tribunal de lo civil y mercantil."",0.0 ";;;;;;;;
"P392,""En un convenio arbitral, su cliente le pregunta si es lo mismo pactar un arbitraje internacional que un arbitraje extranjero  bajo la función asesora como notario, usted le responde:"",,Que extranjero e internacional es lo mismo para efectos de las reglas del arbitraje.,0.0,Que tanto en el arbitraje extranjero como en el internacional el idioma no es el castellano.,0.0,Que no es lo mismo porque en el arbitraje internacional las partes tienen su domicilio en estados diferentes y se llama extranjero siempre que el laudo se hubiera emitido fuera de El Salvador.,1.0,Que no es lo mismo porque en el internacional las partes contratantes pertenecen a estados que tienen suscrito un convenio bilateral y en el extranjero las partes contratantes pueden no haber suscrito un convenio.,0.0";;;;;;;;
"P393,""Un empresario se presenta ante sus oficios y le presenta una copia certificada de un laudo arbitral emitido en la ciudad de Londres, Inglaterra, y en el texto traducido del laudo aparece que una empresa constructora salvadoreña ha sido condenada al pago de $300,000 como resultado del proceso arbitral  le pregunta si este documento tiene algún valor legal, y usted le responde:"",,Que no tiene valor legal porque el laudo no fue dictado en El Salvador.,0.0,Que no tiene valor legal porque es necesaria la apostilla del laudo emitido en el extranjero.,0.0,Que no tiene valor legal porque no hay convenio bilateral de reconocimiento de laudo suscrito con Inglaterra.,0.0,Que si tiene valor legal porque El Salvador es parte de la Convención de Nueva York de 1958.,1.0";;;;;;;;
"P394,""Acude a su bufete doña Magdala de Jesús Rodríguez de Lipe, y le comenta que no le extienden su DUI porque, por razones que desconoce, en la marginación no le fue colocado el nombre que usaría después de que contrajo matrimonio en el año 1991 con el señor José José Lipe  por lo que necesita de sus servicios, y usted le dice:"",,Que le va a tramitar Diligencias de Rectificación de la marginación de su partida de nacimiento,1.0,Que le va a hacer una Escritura de Identidad y que para ello necesita dos testigos,0.0,Que el personal del Duicentro debería extenderle el Dui,0.0,Que le va a hacer una escritura de adecuación de nombre,0.0";;;;;;;;
"P395,""Una persona necesita otorgar un Poder General Judicial, pero en un accidente de trabajo perdió ambas manos. Usted, con relación a la firma del instrumento, le dice:"",,""Que puede autorizarla pero que es necesario que alguien firme a ruego de él, y que dejará constancia que no es posible dejar la huella"",1.0,Que la autorizará y dejará constancia de su imposibilidad solamente,0.0,""Que por sus impedimentos debe de acompañarse de testigos, porque para estos casos así lo regula la Ley de Equiparación de Oportunidades para las personas con discapacidad"",0.0,""Que no puedo autorizarla, porque la firma o la huella son requisitos que prueban el consentimiento"",0.0 ";;;;;;;;
P396,El contrato de prenda reconocido por el Código Civil se diferencia de la garantía mobiliaria reconocida en su ley especial por la siguiente circunstancia:,,Porque la prenda civil es con desplazamiento y en cambio la garantía mobiliaria no.,0.0,Porque la prenda civil requiere de inscripción registral y la garantía mobiliaria no lo necesita.,0.0,Porque la prenda civil requiere de solemnidad consistente en escritura pública y la garantía mobiliaria no necesita solemnidad.,0.0,Porque la prenda civil solo puede ejecutarse judicialmente y la garantía mobiliaria también puede ejecutarse notarialmente o por arbitraje.,1.0 ;;;;;;;;
"P397,""Un cliente le solicita que levante un acta notarial de protesto de un título valor electrónico, a lo que usted responde lo siguiente:"",,Que solo pueden protestarse los títulos valores electrónicos físicos.,0.0,""Que como se trata de un título valor electrónico, el protesto se debe documentar en un mensaje de datos con firma electrónica y no en acta notarial."",1.0,Procede a levantar el acta notarial del título valor electrónico.,0.0,Procede a levantar el acta notarial firmada electrónicamente como notario del protesto del título valor electrónico.,0.0 ";;;;;;;;
"P398,""En las contrataciones del comercio electrónico, el spam consiste en la comunicación no solicitada de carácter publicitario o promocional de bienes y servicios. En tal caso, solo puede enviarse por los proveedores si cumple el siguiente requisito:"",,Indicar expresamente que constituye una comunicación comercial electrónica publicitaria o promocional no solicitada,0.0,""Incluir una opción sencilla, gratuita y viable para solicitar la exclusión de las listas de destinatarios en cualquier momento."",0.0,Que los datos hubieran sido obtenidos sin infringir los derechos de protección de datos personales.,0.0,El cumplimiento de todos los requisitos señalados en las demás opciones en conformidad a la Ley de Comercio Electrónico.,1.0 ";;;;;;;;
"P399,""Cuando se realice la venta de bienes de menores de edad o incapaces en las que deba solicitar autorización judicial por utilidad o necesidad, la venta se debe realizar de la siguiente manera:"",,La realizará el mismo juez de familia a favor de la persona que designe el representante legal del menor o incapaz.,0.0,Deberá realizarse por venta en pública subasta y la base para el remate será el valor asignado por los peritos.,1.0,Se realizará por medio de escritura pública ante notario sin importar la naturaleza de los bienes.,0.0,Se realizará por medio de escritura pública ante notario para bienes inmuebles y sin ninguna solemnidad para bienes muebles.,0.0 ";;;;;;;;
"P400,""Cuando ha finalizado la lectura de un contrato de prestación de servicios otorgado ante sus oficios notariales, una de las partes le pregunta en qué consiste una cláusula de retracto que escuchó durante la lectura  como notario en su función asesora, usted le explica:"",,Que consiste en que las partes se pueden poner de acuerdo para dar por terminado el contrato.,0.0,Que cualquiera de los contratantes puede dar por terminado el contrato a su voluntad.,0.0,Que solo el consumidor puede dar por terminado el contrato unilateralmente sin justificación siempre que no hubieran pasado 8 días o no se hubiera empezado a hacer uso del bien o se hubiera empezado a prestar el servicio.,1.0,Que el consumidor puede dar por terminado el contrato de forma unilateral previo aviso por anticipado.,0.0";;;;;;;;
"P401,""Un cliente le pregunta acerca de la validez de un documento electrónico emitido con sello electrónico respaldado por un proveedor de servicios de certificación autorizado en El Salvador, a lo que usted le responde:"",,Que el sello electrónico no le da ninguna validez a un documento electrónico.,0.0,Que el documento electrónico es válido en el territorio salvadoreño y que será válido en el extranjero si se encuentra apostillado electrónicamente.,1.0,Que el documento electrónico para que sea válido solo debe ser firmado de manera electrónica.,0.0,Que el documento electrónico solo es válido en el extranjero y no en el territorio salvadoreño.,0.0 ";;;;;;;;
"P402,¿Puede un notario autorizar una escritura de donación en que el donatario sea su consuegro?,,""Sí, porque la ley lo permite"",1.0,""Sí, pero dejando constancia de que las partes así lo desean"",0.0,""No, porque la ley señala que es nula"",0.0,Ninguna de las anteriores,0.0 ";;;;;;;;
"P403,""¿Cómo se identifica un salvadoreño que además es ciudadano estadounidense, radicado en los Estados Unidos, que ha extraviado el DUI, sólo posee pasaporte, pero es urgente que otorgue un poder a favor de su hermano?"",,Por medio del pasaporte salvadoreño,0.0,Por medio de pasaporte estadounidense,1.0,Por medio de pasaporte estadounidense y dos testigos,0.0,No puede otorgarse porque debe obtener el DUI,0.0 ";;;;;;;;
"P404,¿Es posible el reconocimiento de hijos en una escritura que no sea de naturaleza de reconocimiento?,,""No, porque no es la naturaleza de la escritura"",0.0,""No, porque no la aceptarían en el Registro"",0.0,""Sí, ya que el reconocimiento de los hijos puede hacerse en cualquier escritura aunque no sea la naturaleza de la misma"",1.0,""No, el reconocimiento de hijos no puede hacerse en escritura pública, sólo ante autoridades administrativas"",0.0 ";;;;;;;;
"P405,La dimensión indemnizatoria en materia ambiental tiene fundamento en lo siguiente:,,La obligación de restaurar el medio ambiente por parte del responsable de haberlo dañado.,1.0,""El daño podrá ser grave cuando ponga en peligro la salud de grupos humanos, ecosistema o especies de flora y fauna e irreversible"",0.0,La estipulación del principio de restauración del daño causado,0.0,La Valoración Económica de los Daños Ambientales por parte del Ministerio de Medio Ambiente y Recursos Naturales.,0.0 ";;;;;;;;
P406,Es una prohibición establecida para el notario en relación a los instrumentos que se otorguen ante sus oficios:,,No hay ninguna prohibición,0.0,Obtener provecho para sí o sus parientes,1.0,Hacer el documento en forma manuscrita,0.0,Autorizar instrumentos en días u horas no hábiles,0.0 ;;;;;;;;
"P407,""Las formalidades que debe reunir un poder otorgado en el extranjero para utilizarse en El Salvador, son regidas por las leyes del país donde se hubiere otorgado. Esta expresión equivale a un conocido principio denominado"",,Locus regit actum,1.0,Iura novit curia,0.0,Extra legis,0.0,Ad probationem,0.0 ";;;;;;;;
P408,Una persona desea reconocer a su hijo ante sus Oficios Notariales y Ud. conoce que existen reconocimientos que se puede otorgar en Escritura Pública. ¿Cuál es que en este caso procede?:,,Reconocimiento Provocado,0.0,Reconocimiento Voluntario,1.0,Reconocimiento de Pleno Derecho,0.0,Reconocimiento Forzoso,0.0 ;;;;;;;;
"P409,""El propietario de una vivienda, la cual se encontraba arrendada hasta el último mes del mes de abril, la cual fue desocupada por el inquilino, desea hacer constar el estado en el que quedó el inmueble, Ud. Le propone que debe elaborar: "",,Instrumento Denominado,0.0,Escritura Pública,0.0,Acta Notarial,1.0,Acta de Reconocimiento de Firma,0.0 ";;;;;;;;
"P410,""Las hojas del Libro de Protocolo que había sido extraviadas y fueron encontradas, el Notario hace lo siguiente: "",,Agrega las hojas del Libro de Protocolo sin ningún trámite,0.0,Las presenta a la Oficialía Mayor,0.0,Las presenta a la Oficina de Investigación Profesional,0.0,Las presenta a la Sección del Notariado.,1.0 ";;;;;;;;
"P411,""¿Puede un Notario autorizar un Testamento, si el testador es su cuñado?"",,""Si, porque no existe parentesco entre ellos"",0.0,""Si, en base a la autonomía de la voluntad"",0.0,No porque su efecto sería el de nulidad,1.0,""Si, si se deja constancia de ello"",0.0 ";;;;;;;;
"P412,""¿A qué da derecho la proindivisión? Es decir, ¿qué puede reclamar válidamente un co-propietario?"",,""A recibir una parte del haber común, debidamente """"acotada"""". Es decir, a recibir un """"cuerpo cierto"""" por su derecho."",1.0,""A participar en la partición, y hasta entonces recibir lo que le corresponde. Antes, no tiene derecho a nada por ser dueño de todo y de nada al mismo tiempo"",0.0,A no ser demandado si se intenta una acción que afecte la cosa de la cual es co-dueño.,0.0,""A reclamar la partición en cualquier tiempo, sin excepción alguna."",0.0 ";;;;;;;;
"P413,""Ante los oficios del notario Juan Clemente, Juana Rivera otorgó una escritura de compraventa de inmueble a favor de Petronila Jurado, sin embargo, cuando la escritura de fue presentada en el RPRH correspondiente, su inscripción fue denegada de pleno derecho debido a la falta de formalidades legales de la Escritura producto del descuido del notario  en atención a ello, ¿Qué debe hacerse?"",,Subsanará éste la falta de oficio y extenderá un nuevo instrumento,0.0,""Si la reposición ya no fuere posible, responderá por los daños y perjuicios ocasionados a los otorgantes"",1.0,Debe devolver a la interesada los honorarios cobrados por la elaboración de la escritura,0.0,Debe presentar un recurso de queja ante el Registrador jefe,0.0";;;;;;;;
"P414,¿Cómo lo solventa?,,""Fácil, solo de ir al Ministerio de Hacienda a comprar los dos folios que le hacen falta para terminar de imprimir el instrumento"",0.0,Solo deberá de agregar las hojas de papel sellado del mismo valor que fueren necesarias para la terminación de dicho instrumento.,0.0,Deberá de devolver el libro de protocolo porque ya ha quedado agotado,0.0,Deberá proceder de acuerdo a lo que establece el articulo 58 de la Ley del Notariado.,1.0 ";;;;;;;;
P415,Se considera un contrato por el que se entrega al acreedor una cosa raíz para que se pague con sus frutos.,,Novación,0.0,Hipoteca,0.0,Mutuo,0.0,Anticresis,1.0 ;;;;;;;;
"P416,¿La boda es válida?,,""Sí, por que el poder no tiene fecha de caducidad"",0.0,""Sí, porque se toma de parámetro la fecha de recepción del poder"",0.0,""No, los matrimonios por poder no son válidos"",0.0,""No, por que el poder para celebrar el acto tiene un duración de 3 meses y se ha extralimitado"",1.0 ";;;;;;;;
"P417,""Rosa Garcia quien es salvadoreña y Max Sorensen finlandés, se conocen en San Fransisco California y al final de 3 años deciden casarse y van a al consulado salvaroreño a celebrar el acto de matrimonio. ¿El matrimonio es válido?"",,""Si, porque el Consul es un funcionario autorizado"",0.0,""Sí, porque Rosa García es salvadoreña"",0.0,""No, porque la celebración del matrimonio debe ser entre dos salvadoreños"",1.0,""No, porque el novio no entiende el castellano"",0.0 ";;;;;;;;
"P418,¿Es válido esta diligencia?,,""Si, la situación de COVID 19 cambio algunos procedimientos"",0.0,""Si, no hay un plazo para hacer esta gestión"",0.0,""No, debieron hacerlo a los pocos días del fallecimiento."",0.0,""No, debe pedirse dentro del año siguiente contado a partir de la fecha del fallecimiento de uno de los convivientes."",1.0 ";;;;;;;;
"P419,""El demandado en un proceso declarativo común, contesta la demanda al día 10 después de ser emplazado, pero se entera que omitió realizar dos alegaciones relevantes para sus derechos e intereses legítimos, por ello es que al día 15 presenta otro escrito complementando la contestación de la demanda. Las últimas alegaciones planteadas deben formar parte los hechos que serán objeto del juicio."",,""Si, porque fueron realizadas por el demandado dentro del plazo de veinte días que tenía para contestar la demanda."",0.0,""Si, porque el principio de igualdad procesal exige que si el demandante tuvo oportunidad de ampliar la demanda también el demandado debe tener oportunidad de ampliar la contestación a la misma."",0.0,""No, porque según jurisprudencia de la Sala de lo Constitucional, el derecho a contestar la demanda le precluyó con la presentación del primer escrito de contestación."",1.0,""No, porque de modo perentorio la contestación de la demanda debe realizarse en un solo escrito."",0.0 ";;;;;;;;
"P420,""En las diligencias de título supletorio, la posesión puede probarse:"",,""Con testigos del lugar donde está ubicado el inmueble, aunque no sean propietarios de bienes inmuebles, porque exigir esta última condición implicaría violación a los derechos fundamentales de posesión y protección jurisdiccional."",1.0,Únicamente con testigos del lugar donde está ubicado el inmueble que sean propietarios de bienes inmuebles,0.0,Con cualquier clase de testigos,0.0,""Por el principio de libertad probatoria, por cualquier medio de prueba"",0.0 ";;;;;;;;
P421,Motivar la sentencia civil y mercantil es un deber jurisdiccional que implica:,,Explicar el contenido de la sentencia,0.0,Exteriorizar razones que hacen jurídicamente plausible la decisión jurisdiccional,1.0,Expresar los móviles que llevaron al juez a decidir en el sentido que lo hizo,0.0,Argumentar para convencer a las partes que la decisión es correcta,0.0 ;;;;;;;;
"P422,""Hace referencia a un derecho real consistente en la facultad de gozar de una cosa con cargo de conservar su forma y substancia, y de restituirla a su dueño."",,Donación,0.0,Permuta,0.0,Prenda,0.0,Usufructo,1.0 ";;;;;;;;
"P423,El recurso de revocatoria en el proceso civil y mercantil procede:,,Solo contra decretos,0.0,Contra decretos y autos simples,0.0,""Contra decretos, autos simples y en algún caso contra autos definitivos"",1.0,Contra decretos y autos no definitivos,0.0 ";;;;;;;;
"P424,""En el proceso civil y mercantil, la función de la prueba consiste en"",,Convencer al juez sobre la verdad de los hechos alegados,0.0,Demostrar los hechos objeto de juicio,0.0,Llevar conocimiento al juez sobre la verdad o falsedad de los hechos alegados,1.0,permitir resolver el conflicto social que conlleva el litigio,0.0 ";;;;;;;;
"P425,""De acuerdo a la regulación que se hace en el Código Procesal Civil y Mercantil, la naturaleza de la nulidad procesal es"",,Organicista.,0.0,Sanción Procesal,0.0,Técnica instrumental protectora de derechos,1.0,Técnica saneadora del proceso,0.0 ";;;;;;;;
"P426,¿Puede un Notario con delegación judicial realizar un emplazamiento en el extranjero?,,""Si, porque el Código Procesal Civil y Mercantil lo permite"",0.0,""Si, porque la función pública notarial se puede ejercer en cualquier parte del mundo cuando sus efectos se producen en El Salvador"",0.0,""Si, porque el Código Procesal Civil y Mercantil no lo prohíbe."",0.0,""No, porque la jurisdicción del juez que lo delega está limitada al territorio de El Salvador."",1.0 ";;;;;;;;
"P427,¿Es correcto el proceder del fiscal?,,""Sí, son hechos de carácter administrativos"",0.0,""Sí, está dentro de la discrecionalidad del Fiscal"",0.0,""Si, debe evitar suturar el sistema con este tipo de hechos"",0.0,""No, dado que puede establecer la ocultación de documentos, por lo que debe investigarse el hecho denunciado."",1.0 ";;;;;;;;
"P428,""Ante usted como fiscal, se presenta querella contra el notario """"X"""", en razón a que este hizo insertar información falsa en documento público y su uso posterior por parte del mismo notario, por lo que el querellante solicita requerir por falsedad ideológica y por el delito de uso y tenencia de documentos falsos. ¿Es correcta la petición del querellante?"",,""Sí, por ser dos hechos realizados por el imputado"",0.0,""Sí, dado que es derecho de petición del querellante"",0.0,El fiscal está sujeto a la pretensión del querellante,0.0,""No, deberá requerirse por falsedad ideológica dado que el uso posterior a la falsificación, como acto consecutivo a éste, y dado que la finalidad es introducirlo al tráfico jurídico, el tipo penal de Posesión exige que el uso del documento sea efectuado por quien no ha intervenido en su falsificación."",1.0 ";;;;;;;;
"P429,¿Cuál es el concepto jurídico de reporto?,,""Dos personas que se entregarán valores recíprocamente, se obligan a convertir sus créditos en partidas de """"debe"""" y """"haber"""", de manera que solamente resulte exigible la diferencia final procedente de la liquidación respectiva"",0.0,""Se adquiere por una parte la suma de dinero, la propiedad de títulos valores y se obliga a transferir al reportado la propiedad de igual número de títulos de la misma especie y sus accesorios, en el plazo convenido, contra reembolso del mismo precio más un premio"",1.0,""Debe expedirse en favor de persona determinada, por cantidad fija o por un máximo que se establecerá según los usos internacionales y no es negociable"",0.0,Ninguna de las anteriores,0.0 ";;;;;;;;
"P430,""que le trámite la Aceptación de Herencia, porque no tiene a quien cobrarle el préstamo dado que el señor Brígido no tenía familia, ante esta petición usted le expresa:"",,""Que le llevara a cabo la aceptación de herencia, previa entrega de la documentación necesaria"",0.0,Que no puede llevar a cabo la Aceptación de Herencia por tratarse de una Herencia Yacente.,1.0,Que no puede llevar a cabo la aceptación de herencia porque no tiene vocación sucesoria.,0.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P431,""La Jurisdicción Contenciosa Administrativa establece que para tener acceso a ella se requiere de procuración obligatoria entonces, ¿como debe acreditarse dicha procuración?"",,Vía Poder General Judicial,0.0,Vía Poder General con Clausula Especial.,0.0,Vía Poder General Judicial con Clausula Especial y Administrativa.,0.0,El Poder deberá ser General y excepcionalmente se requiere Poder Especial cuando así lo exigen las leyes.,1.0 ";;;;;;;;
"P432,""¿En los juicios de trabajo para legitimar la existencia jurídica de la sociedad y la calidad de representante legal, usted como litigante debe hacer lo siguiente?"",,Presentar constancia emitida por el MTPS de inspección realizada en la sociedad en la cual consta que el inspector observo la escritura de constitución y la constancia del representante Legal,0.0,Presentar certificaciones del Registro de Comercio o certificación notariales de las mismas,1.0,Presentar certificación emitida por la PGR con el nombre de la sociedad y del representante,0.0,Presentar constancia emitida la Alcaldía de Inscripción del Propietario del negocio,0.0 ";;;;;;;;
P433,La autorización de los consumidores para que los datos sobre su historia crediticia sean recopilados por agencias de información y trasmitidos a agentes económicos deben ser otorgados:,,Escritura Pública,0.0,Por cualquier medio escrito que permitan las leyes,1.0,Mediante documento privado autenticado,0.0,Acta Notarial,0.0 ;;;;;;;;
"P434,¿En los juicios de trabajo puede presentase la declaración de testigos en acta notarial?,,""Si, por la fe notarial"",0.0,""No, porque debe constar en escritura pública"",0.0,""Si, por la libertad probatoria"",0.0,No por el principio de inmediación de la prueba,1.0 ";;;;;;;;
"P435,""El Libro de Protocolo de un Notario ha vencido y debe remitirse en el plazo legal a la Sección de Notariado, debidamente empastado, es plazo se cuenta de la siguiente manera:"",,Se cuenta a partir del día que vence son 15 días corridos,0.0,Se cuenta a partir del siguiente día que vence y son 15 días hábiles,1.0,Se cuenta a partir del día que vence y son 15 días hábiles,0.0,Se cuenta a partir del siguiente día que vence y son 15 días corridos,0.0 ";;;;;;;;
P436,¿Qué valor probatorio tienen las confrontaciones de documentos privados realizadas ante notario de conformidad a Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y de Otras Diligencias en el juicio de trabajo?,,Prueba por indicio,0.0,Plena Prueba,0.0,Deben presentarse los originales siempre,0.0,No tienen valor alguno,1.0 ;;;;;;;;
P437,¿Qué debe hacer un notario cuando ante sus oficios se generen transacciones mayores a diez mil dólares?,,Reportar la transacción ante la Unidad de Investigación Financiera de la FGR.,1.0,No debe hacer nada.,0.0,Respetar el Principio de Autonomía de Voluntad de las Partes.,0.0,Guardar su deber de confidencialidad.,0.0 ;;;;;;;;
"P438,¿El notario debe redactar el poder?,,""No, dado que la persona que ejercerá la representación del caso no es abogada"",0.0,""No, dado que es necesaria la comparecencia de Mario para que acepte el poder."",0.0,""No, dado que la ley lo prohíbe"",0.0,""Si, dado que cualquier persona, sin la necesidad de ser profesional en derecho, puede representar a otra en un procedimiento administrativo, siempre que tengan la capacidad necesaria para representar"",1.0 ";;;;;;;;
"P439,Los derechos patrimoniales se clasifican de la siguiente manera:,,Fungibles y no fungibles.,0.0,Comunes y especiales.,0.0,Reales y personales.,0.0,""Reales, personales e intelectuales."",1.0 ";;;;;;;;
"P440,""En el supuesto que usted sea autorizado como Notario de la República, ¿Cuál es el trámite que debe seguir, para conformar su primer Libro de Protocolo?"",,Acudir al Ministerio de Hacienda con su Acuerdo de Autorización de notario para comprar los folios,0.0,""Mediante escrito informar a la Sección de Notariado o Juzgado de Primera Instancia según sea su caso de su Autorización como Notario y pedir autorización para comprar folios, una vez emitida adquirirlos en el Ministerio de Hacienda"",1.0,Pedir a la Sección de Notariado autorización para comprar folios,0.0,Pedir a Juzgado de Primera Instancia autorización para comprar folios,0.0 ";;;;;;;;
"P441,¿En materia de derecho laboral el emplazamiento puede realizarse por notario?,,""No, el Código de Trabajo no lo contempla"",0.0,No es una facultad del notario,0.0,""Si, a petición de parte y previa autorización del juez"",1.0,""Si, el juez lo ordena de oficio"",0.0 ";;;;;;;;
"P442,""Mauricio libra una letra de cambio pagadera a la vista, a la orden de Magdalena (beneficiaria), cuyo Librado es Alejandro. Magdalena, en su calidad de beneficiaria, endosa la letra en favor de Manuel quien a su vez la vuelve a endosar en retorno a favor de Alejandro (el Librado). En este caso es válido afirmar que:"",,La obligación contenida en el titulo se extingue por la figura de la confusión.,0.0,""Alejandro puede protestar por falta de pago y demandar a Mauricio, Magdalena y a Manuel."",0.0,""Alejandro debe testar los endosos posteriores a su consignación como librado en la letra, y protestando la letra podrá demandar únicamente al Librador."",1.0,""Lo único que puede hacer el librado es volver a endosar la letra, no pudiéndola cobrar o protestar por estar el mismo llamado al pago."",0.0 ";;;;;;;;
"P443,""En la sociedad, Manzano Ltda., frente al fallecimiento del socio Juan Manzano el pasado mes de agosto, los demás socios han tomado el acuerdo de admitir el ingreso de los herederos del señor Manzano al seno de la sociedad, sin embargo, el pacto social en la cláusula XXV, de forma categórica prohíbe el ingreso de terceros a la sociedad. Frente a esto, indique:"",,""Es invalido el ingreso de los herederos al seno de la sociedad, puesto que en el pacto social hay un expreso Pacto de Restricción."",0.0,""Es invalido el ingreso de terceros a la sociedad puesto que, por un lado, las sociedades de personas se basan en la confianza y por otro, hay un Pacto de Restricción."",0.0,""Es válido el ingreso de los herederos del causante a la sociedad, si los demás socios lo acuerdan unánimemente."",1.0,""Es válido el ingreso de los herederos a la sociedad, y no depende de la voluntad de los demás socios, basta con que se les declare herederos definitivos para tenerlos como socios."",0.0 ";;;;;;;;
"P444,""Las sociedades no pueden disminuir su capital social sin antes haber pagado las deudas pendientes con sus acreedores o haber obtenido el consentimiento por escrito de los mismos  sin embargo, esta regla encuentra su excepción en el siguiente caso:"",,Cuando se trata de obligaciones garantizadas Prendaria o Hipotecariamente.,0.0,En caso que el activo social exceda al pasivo en el doble de la cantidad a disminuir.,1.0,Si existe una autorización por parte de la Superintendencia de Obligaciones Mercantiles.,0.0,Que se trate de obligaciones asumidas por y frente a los accionistas.,0.0";;;;;;;;
"P445,Puede una empresa mercantil operar sin establecimiento:,,""No puede, en razón de que el establecimiento es el lugar donde ejecuta los actos de comercio en masa."",0.0,La empresa puede operar sin necesidad establecimiento o asiento permanente.,1.0,""Si puede, siempre y cuando este inscrita en el Registro de Comercio."",0.0,Hoy las empresas pueden operar por you tube.,0.0 ";;;;;;;;
"P446,Los casos de excepción a la indeterminación del objeto como requisito de validez del acto jurídico son los siguientes:,,Contratos Aleatorios y Condicionales,1.0,""Contratos Condicionales, Suspensivos y Expectativos"",0.0,Contratos Condicionales y Suspensivos,0.0,Contratos de Suerte y Esperanza,0.0 ";;;;;;;;
"P447,""En relación al contrato de hipoteca, indique que bienes pueden ser gravados:"",,Un vehículo,0.0,Una empresa,1.0,Un tren,0.0,Usufructo,0.0 ";;;;;;;;
"P448,¿Quién es el heredero?,,""Ambos son herederos porque al no poderse determinar quién nació primero, ambos comparten los derechos hereditarios."",1.0,""El siguiente hijo que tenga alguna de ellas, porque operaria la figura de los con nacientes."",0.0,""La cláusula establecida en el testamento no tiene ninguna validez, pues adolece de objeto ilícito, por tanto, la herencia será intestada."",0.0,""Nuestro ordenamiento jurídico no reconoce la figura de los con nacientes, por lo tanto, no podrá haber heredero testamentario y la herencia quedará abintestato."",0.0 ";;;;;;;;
"P449,""Karla quiere otorgar su testamento e instituir como heredero universal de sus bienes, al Nasciturus de su hijo Alfredo, ¿usted qué le aconsejaría?"",,Si,1.0,No,0.0,No,0.0,No,0.0 ";;;;;;;;
"P450,""En relación al acto procesal de comunicación referido al emplazamiento, indique si es legal que un notario lo realice en materia de familia, ambiental y laboral."",,No,1.0,No,0.0,No,0.0,Si,0.0 ";;;;;;;;
